zip_code,county,gentrification_score,gent_tier,price_change_pct,current_home_value,baseline_home_value,price_to_income_ratio,pct_bachelors_plus,poverty_rate,homeownership_rate,rent_burden_severe_pct,income_median_hh
07064,Middlesex County,58.7,Below Average,199.55519497398242,536599.2541004303,179132.0141007857,6.960324462350251,29.02,5.83,77.78,16.67,77094.0
07077,Middlesex County,58.7,Below Average,169.31488445571668,526166.4620200697,195372.2175747724,6.31318945599047,28.48,1.28,83.1,0.0,83344.0
07417,Bergen County,58.6,Below Average,57.56050861833083,1514659.5081554495,961319.2553373312,9.857406484282848,65.96,3.04,86.83,35.23,153657.0
07403,Passaic County,58.6,Below Average,96.75583911356823,538620.1003673007,273750.5035651862,7.089252015311222,29.91,3.13,66.61,22.37,75977.0
08558,Somerset County,58.6,Below Average,56.230774841552865,1400189.3393367045,896231.4504019823,8.422191514807245,75.97,2.85,85.93,35.06,166250.0
07624,Bergen County,58.6,Below Average,69.36482972339583,1119889.8943155657,661229.3096179139,7.779876581766662,61.93,3.8,82.94,40.09,143947.0
08403,Atlantic County,58.6,Below Average,74.50967836893248,3102561.207999092,1777873.4320052664,29.440254381544737,50.36,5.08,81.95,10.34,105385.0
07504,Passaic County,58.4,Below Average,150.14234618829053,563414.7669369623,225237.65988540824,11.420415270137477,12.68,15.51,41.09,30.25,49334.0
08226,Cape May County,58.3,Below Average,75.27436587386921,1724253.170041647,983745.2050931696,23.71248256950625,48.65,8.67,68.44,21.43,72715.0
08752,Ocean County,58.3,Below Average,79.38042271047344,1289292.2087222142,718747.4470406277,18.710884519812705,43.02,6.41,76.53,15.38,68906.0
07014,Passaic County,58.3,Below Average,168.12189628872255,577689.357010191,215457.73210111712,5.9703940409697385,45.04,8.07,72.03,20.83,96759.0
07721,Monmouth County,58.2,Below Average,105.19624579363429,505111.5400874289,246160.2248782949,7.347076946726238,37.76,7.6,60.64,22.86,68750.0
07502,Passaic County,58.1,Below Average,168.10241015551247,533760.6621732049,199088.3490616879,9.41061482348428,12.9,17.61,48.3,35.95,56719.0
07035,Morris County,57.8,Below Average,150.91700315962996,530562.0406372608,211449.21785142017,5.762281190738645,36.65,3.31,77.49,11.9,92075.0
08691,Mercer County,57.7,Below Average,69.13030785633394,937494.6953325372,554303.1921451256,7.334893127714217,56.51,1.19,87.0,36.28,127813.0
07662,Bergen County,57.7,Below Average,80.10564223641579,615168.6229389533,341559.88413258694,9.014384228989835,27.87,3.72,72.46,40.0,68243.0
08527,Ocean County,57.7,Below Average,95.60124971859103,855729.6214554318,437486.78635057743,9.01156942949517,33.22,5.41,85.01,29.38,94959.0
08260,Cape May County,57.5,Below Average,99.96072741039035,913510.0395712764,456844.72716306424,19.269111533312444,24.8,14.07,67.96,36.92,47408.0
07410,Bergen County,57.5,Below Average,86.45882172989793,691071.4456776014,370629.52520352154,6.858929538758388,52.18,4.51,78.22,24.77,100755.0
07503,Passaic County,57.3,Below Average,179.12293573339548,543134.8229143997,194586.239030237,9.58839832137699,13.56,21.89,30.96,23.27,56645.0
07508,Passaic County,57.0,Below Average,92.15709115321742,622801.3886321249,324110.54148167296,8.681247663569296,29.67,6.95,67.98,33.77,71741.0
07083,Union County,56.9,Below Average,238.7618550711306,570864.3474418987,168514.94313668608,4.833491502903313,40.96,6.24,74.44,22.59,118106.0
07701,Monmouth County,56.8,Below Average,88.32576205400018,674383.6432490573,358094.20649294165,7.978983001053684,44.52,9.0,65.86,29.23,84520.0
07727,Monmouth County,56.8,Below Average,88.85380012899307,789100.9024848365,417836.92038278066,9.841985887284839,41.2,17.7,70.18,39.74,80177.0
07652,Bergen County,56.8,Below Average,63.24752284566162,1007644.2360123206,617249.3269407667,9.89895411287928,47.67,2.34,88.47,43.33,101793.0
07114,Essex County,56.7,Below Average,124.09163123658766,467556.62448122306,208645.28581506645,23.807557639453286,6.15,45.86,11.97,28.04,19639.0
08108,Camden County,56.6,Below Average,94.30858313186337,612049.0207209844,314988.1548493565,6.452741886969926,52.87,6.55,64.03,16.43,94851.0
08540,Mercer County,56.6,Below Average,52.289497582828346,1596990.964923963,1048654.6940345506,11.074526122187754,80.31,5.95,67.19,16.56,144204.0
07901,Union County,56.6,Below Average,49.2931190489546,1288667.606529656,863179.5053508729,10.223463756681127,71.15,4.13,69.22,19.47,126050.0
08740,Ocean County,56.5,Below Average,105.00979790928209,569661.6994248595,277870.47508672625,9.91992650410719,27.17,12.18,72.07,38.34,57426.0
07646,Bergen County,56.5,Below Average,88.41699173254499,710749.6653509084,377221.63952166616,8.806324763668345,39.58,7.53,61.83,14.39,80709.0
08735,Ocean County,56.5,Below Average,92.97026710841294,1842794.2048246132,954962.7683260188,30.34954799691387,41.94,10.9,89.46,27.89,60719.0
08553,Somerset County,56.4,Below Average,62.77782660663976,921371.312296406,566029.9879313065,8.274848780346003,77.01,3.82,88.03,25.0,111346.0
07067,Middlesex County,56.4,Below Average,151.50895003608795,624742.6583399222,248397.7839557123,5.714231630003587,43.12,5.66,88.78,32.24,109331.0
07080,Middlesex County,56.4,Below Average,228.58308719107447,573867.5514612405,174649.14471618272,4.548692158917895,41.94,3.49,85.14,13.91,126161.0
07757,Monmouth County,56.3,Below Average,110.74032024470351,887818.1992268505,421285.399109174,8.759577315417749,42.48,8.37,90.1,16.26,101354.0
07632,Bergen County,56.2,Below Average,44.75995937942198,1693780.8974816925,1170061.7385793962,7.942290889950307,75.6,2.25,82.74,40.19,213261.0
07661,Bergen County,56.2,Below Average,70.68458481746868,811617.7812563917,475507.3705831968,6.329341432698737,66.43,3.2,75.94,27.45,128231.0
07450,Bergen County,56.0,Below Average,65.54728617033099,1159864.9767944408,700624.5790106519,7.150788076488066,76.14,4.37,76.8,22.69,162201.0
07109,Essex County,56.0,Below Average,110.38668007163743,505719.19259524625,240376.05062404476,7.702793319451157,25.29,6.83,55.98,19.38,65654.0
07009,Essex County,56.0,Below Average,110.30945473609243,730687.0673034441,347434.24551233294,4.781576615231978,57.43,3.34,83.82,17.57,152813.0
07626,Bergen County,55.8,Below Average,57.70198298048192,979443.8277509366,621072.6138251274,8.89142514026414,58.82,3.5,85.63,40.61,110156.0
07305,Hudson County,55.6,Below Average,115.13633069069347,524662.9019271011,243874.6167338055,7.115520470971737,32.57,17.78,42.8,30.44,73735.0
07733,Monmouth County,55.4,Below Average,69.16431066269921,1045372.5101437992,617962.7996286951,7.407947490655134,66.95,4.17,87.9,29.6,141115.0
