geoid,NAME,geo_type,state_fips,place_fips,zcta,acs_year,pop_total,age_median,race_white,race_black,race_asian,race_hispanic,households,avg_household_size,income_median_hh,income_per_capita,poverty_count,poverty_universe,gini_index,housing_units_total,housing_occupied,housing_vacant,housing_owner_occ,housing_renter_occ,home_value_median,gross_rent_median,rent_burden_30_34pct,rent_burden_35_39pct,rent_burden_40_49pct,rent_burden_50plus_pct,rent_burden_universe,gross_rent_pct_income,edu_total_25plus,edu_hs_grad,edu_some_college,edu_associates,edu_bachelors,edu_masters,edu_professional,edu_doctorate,labor_force,employed,unemployed,labor_force_universe,commute_total,commute_car_alone,commute_carpool,commute_transit,commute_wfh,travel_time_aggregate,travel_time_universe,poverty_rate,unemployment_rate_acs,pct_bachelors_plus,homeownership_rate,vacancy_rate,rent_burden_30plus_pct,rent_burden_severe_pct,avg_commute_minutes,pct_transit_commute,pct_wfh,diversity_index
3400100,"Absecon city, New Jersey",place,34,00100,,2023,9099,37.1,6194,974,509,1380,3559,2.51,77516.0,40216.0,778,8975,0.4492,3759,3559,200,2613,946,237600.0,1814.0,86,20,157,387,946,46.1,6505,1904,566,705,1510,376,90,28,4767,4315,300,7215,4384,3580,256,125,368,76955.0,4016,8.67,6.29,30.81,73.42,5.32,68.71,40.91,19.2,2.85,8.39,0.499
3400160,"Absecon Highlands CDP, New Jersey",place,34,00160,,2023,1512,50.3,1081,16,60,313,595,2.52,80511.0,35952.0,183,1512,0.3057,654,595,59,507,88,284900.0,1681.0,28,0,25,8,88,33.0,1166,364,94,135,187,132,0,7,908,763,145,1306,763,628,40,0,82,18260.0,681,12.1,15.97,27.96,85.21,9.02,69.32,9.09,26.8,0.0,10.75,0.4443
3400640,"Allamuchy CDP, New Jersey",place,34,00640,,2023,107,36.5,107,0,0,0,48,2.23,,70184.0,0,107,0.1607,48,48,0,48,0,,,0,0,0,0,0,,68,0,30,0,38,0,0,0,68,68,0,68,68,68,0,0,0,,68,0.0,0.0,55.88,100.0,0.0,,,,0.0,0.0,0.0
3400700,"Allendale borough, New Jersey",place,34,00700,,2023,6820,45.7,5084,60,1162,163,2332,2.88,156992.0,93937.0,223,6754,0.539,2505,2332,173,1805,527,764600.0,2648.0,45,22,23,196,527,34.5,4620,366,83,186,1773,1150,306,99,2936,2858,78,5160,2837,1549,51,323,876,75180.0,1961,3.3,2.66,72.03,77.4,6.91,54.27,37.19,38.3,11.39,30.88,0.4146
3400730,"Allenhurst borough, New Jersey",place,34,00730,,2023,387,50.3,306,4,4,40,168,2.3,96500.0,76865.0,22,387,0.6105,337,168,169,88,80,1125000.0,1433.0,3,6,9,13,80,24.6,311,43,24,18,121,48,23,8,236,202,34,353,196,150,10,8,20,5150.0,176,5.68,14.41,64.31,52.38,50.15,38.75,16.25,29.3,4.08,10.2,0.3639
3400760,"Allentown borough, New Jersey",place,34,00760,,2023,1926,40.0,1626,129,36,104,683,2.82,134583.0,55178.0,70,1926,0.3929,721,683,38,531,152,397100.0,1517.0,3,23,7,19,152,28.1,1276,207,75,111,398,239,30,12,1106,1053,53,1516,1040,789,43,5,184,26400.0,856,3.63,4.79,53.21,77.75,5.27,34.21,12.5,30.8,0.48,17.69,0.2795
3400790,"Allenwood CDP, New Jersey",place,34,00790,,2023,721,44.9,682,0,13,0,274,2.63,217500.0,68178.0,38,721,0.355,310,274,36,231,43,727600.0,,0,0,0,43,43,,530,49,0,24,190,82,23,0,528,515,13,622,515,467,41,0,7,15770.0,508,5.27,2.46,55.66,84.31,11.61,100.0,100.0,31.0,0.0,1.36,0.1049
3400850,"Alloway CDP, New Jersey",place,34,00850,,2023,1473,50.5,1335,31,0,67,539,2.66,138260.0,51647.0,0,1452,0.2731,563,539,24,528,11,282500.0,,0,0,0,0,11,,1091,449,104,136,206,75,0,0,848,816,32,1271,816,694,0,0,60,27335.0,756,0.0,3.77,25.76,97.96,4.26,0.0,0.0,36.2,0.0,7.35,0.1761
3401030,"Alpha borough, New Jersey",place,34,01030,,2023,2249,43.8,1896,32,34,193,983,2.27,83125.0,43224.0,155,2225,0.3969,1022,983,39,716,267,250400.0,1234.0,19,20,31,57,267,30.8,1719,512,91,285,288,88,6,0,1248,1205,34,1899,1202,933,121,1,122,26125.0,1080,6.97,2.72,22.22,72.84,3.82,47.57,21.35,24.2,0.08,10.15,0.2815
3401090,"Alpine borough, New Jersey",place,34,01090,,2023,1503,50.4,884,69,436,57,517,2.91,250001.0,132298.0,49,1503,0.5022,593,517,76,481,36,2000001.0,2357.0,0,0,1,4,36,18.3,1073,72,19,41,483,198,168,18,708,658,50,1201,643,422,83,29,96,17610.0,547,3.26,7.06,80.8,93.04,12.82,13.89,11.11,32.2,4.51,14.93,0.5664
3401184,"Ampere North CDP, New Jersey",place,34,01184,,2023,4968,34.3,1191,1304,571,2098,1715,2.9,71192.0,33516.0,974,4968,0.4085,1776,1715,61,944,771,358000.0,1720.0,76,50,88,238,771,34.4,3276,1054,74,157,629,216,9,111,2865,2671,194,3865,2332,1146,488,400,126,78060.0,2206,19.61,6.77,29.46,55.04,3.43,58.63,30.87,35.4,17.15,5.4,0.6821
3401300,"Anderson CDP, New Jersey",place,34,01300,,2023,618,26.9,235,0,0,181,185,3.34,85655.0,29064.0,32,618,0.1075,185,185,0,98,87,261900.0,,87,0,0,0,87,,379,19,114,93,17,25,0,0,342,342,0,542,321,321,0,0,0,10170.0,321,5.18,0.0,11.08,52.97,0.0,100.0,0.0,31.7,0.0,0.0,0.7696
3401330,"Andover borough, New Jersey",place,34,01330,,2023,716,42.5,582,0,0,26,274,2.61,78750.0,40985.0,35,716,0.3696,299,274,25,165,109,355400.0,1549.0,7,8,40,4,109,33.2,471,75,13,27,158,40,2,7,452,437,15,560,423,308,52,14,47,14545.0,376,4.89,3.32,43.95,60.22,8.36,54.13,3.67,38.7,3.31,11.11,0.338
3401480,"Annandale CDP, New Jersey",place,34,01480,,2023,1751,34.5,1466,5,139,112,639,2.74,149886.0,69243.0,44,1751,0.4074,649,639,10,459,180,482700.0,2662.0,24,10,31,8,180,29.4,1148,141,53,74,439,233,32,54,1080,958,122,1441,958,730,16,32,131,25300.0,827,2.51,11.3,66.03,71.83,1.54,40.56,4.44,30.6,3.34,13.67,0.2886
3401825,"Arrowhead Lake CDP, New Jersey",place,34,01825,,2023,107,48.2,86,0,0,29,59,1.81,71750.0,38964.0,21,107,0.431,68,59,9,59,0,195300.0,,0,0,0,0,0,,94,47,3,19,12,0,0,0,67,67,0,101,67,63,0,0,4,1265.0,63,19.63,0.0,12.77,100.0,13.24,,,20.1,0.0,5.97,0.2805
3401900,"Asbury CDP, New Jersey",place,34,01900,,2023,245,36.4,208,11,0,26,94,2.61,119250.0,51287.0,7,245,0.3456,94,94,0,73,21,457700.0,,0,0,11,0,21,,142,28,0,0,56,19,0,15,133,128,5,211,128,89,13,0,26,2605.0,102,2.86,3.76,63.38,77.66,0.0,52.38,0.0,25.5,0.0,20.31,0.266
3401960,"Asbury Park city, New Jersey",place,34,01960,,2023,15239,38.3,7080,4426,288,3767,7668,1.96,71080.0,52187.0,2857,15214,0.508,8851,7668,1183,2243,5425,508800.0,1679.0,466,239,525,1633,5425,32.5,11987,2562,784,650,3218,1539,479,87,9812,9239,573,13321,9160,5551,763,464,1364,200135.0,7796,18.78,5.84,44.41,29.25,13.37,52.77,30.1,25.7,5.07,14.89,0.6383
3401990,"Ashland CDP, New Jersey",place,34,01990,,2023,9437,48.2,7510,513,814,789,3629,2.55,112009.0,54993.0,800,9265,0.3989,3700,3629,71,3273,356,305700.0,2105.0,10,0,10,107,356,26.3,7084,1467,412,482,2174,1037,221,255,5322,4983,276,7755,4998,3261,479,285,874,118335.0,4124,8.63,5.19,52.05,90.19,1.92,35.67,30.06,28.7,5.7,17.49,0.3493
3402020,"Atco CDP, New Jersey",place,34,02020,,2023,8037,46.5,6940,266,69,661,3083,2.52,101976.0,46581.0,854,8006,0.4076,3129,3083,46,2547,536,262200.0,,36,200,0,126,536,37.1,5965,2031,503,473,1022,415,27,33,4649,4319,330,6980,4257,3464,315,22,438,119600.0,3819,10.67,7.1,25.1,82.61,1.47,67.54,23.51,31.3,0.52,10.29,0.2464
3402080,"Atlantic City city, New Jersey",place,34,02080,,2023,38486,37.8,7921,12251,6225,12464,16527,2.3,36220.0,24153.0,12796,37771,0.5283,20075,16527,3548,4971,11556,189600.0,1084.0,1077,646,1088,3461,11556,34.1,24871,7544,1380,1359,3665,842,495,107,17469,15251,2207,29545,14737,6604,1223,3049,867,328790.0,13870,33.88,12.63,20.54,30.08,17.67,54.27,29.95,23.7,20.69,5.88,0.7253
3402110,"Atlantic Highlands borough, New Jersey",place,34,02110,,2023,4409,47.9,3958,30,51,259,2023,2.18,125438.0,82909.0,188,4409,0.4509,2084,2023,61,1435,588,615300.0,1900.0,56,20,97,71,588,26.7,3364,644,140,300,1224,415,95,131,2344,2244,100,3702,2234,1215,49,324,593,63675.0,1641,4.26,4.27,55.44,70.93,2.93,41.5,12.07,38.8,14.5,26.54,0.1905
3402170,"Auburn CDP, New Jersey",place,34,02170,,2023,1209,42.8,1076,91,0,0,407,2.97,201648.0,72184.0,14,1209,0.2643,416,407,9,403,4,440300.0,,0,0,0,0,4,,775,39,46,77,218,147,60,58,615,590,25,818,578,526,0,0,50,16985.0,528,1.16,4.07,62.32,99.02,2.16,0.0,0.0,32.2,0.0,8.65,0.2022
3402200,"Audubon borough, New Jersey",place,34,02200,,2023,8699,38.7,7995,182,36,325,3312,2.62,116900.0,50086.0,187,8664,0.3623,3451,3312,139,2514,798,288500.0,1211.0,78,23,41,157,798,24.9,6117,1448,332,362,1850,773,47,219,5066,4811,212,6893,4746,3347,121,270,851,101735.0,3895,2.16,4.18,47.23,75.91,4.03,37.47,19.67,26.1,5.69,17.93,0.1535
3402230,"Audubon Park borough, New Jersey",place,34,02230,,2023,979,55.7,919,11,0,10,538,1.82,53333.0,35381.0,128,979,0.3769,545,538,7,57,481,93800.0,957.0,6,40,28,109,481,24.1,809,376,51,83,92,7,4,3,549,516,33,876,504,448,24,0,8,10525.0,496,13.07,6.01,13.1,10.59,1.28,38.05,22.66,21.2,0.0,1.59,0.1186
3402320,"Avalon borough, New Jersey",place,34,02320,,2023,1478,65.2,1392,2,24,43,775,1.9,143482.0,117552.0,54,1477,0.5286,5427,775,4652,733,42,1756100.0,1615.0,6,0,0,9,42,31.7,1289,123,81,86,561,212,86,40,578,564,14,1381,561,311,17,4,169,11250.0,392,3.66,2.42,69.74,94.58,85.72,35.71,21.43,28.7,0.71,30.12,0.1119
3402350,"Avenel CDP, New Jersey",place,34,02350,,2023,17143,39.3,6147,4764,3419,3631,5629,2.49,95935.0,38824.0,1197,14051,0.4135,5693,5629,64,2799,2830,351200.0,1839.0,70,123,513,374,2830,26.9,12997,3618,719,1000,2379,1279,124,39,8060,7654,406,14324,7527,5374,516,775,667,232995.0,6860,8.52,5.04,29.4,49.72,1.12,38.16,13.22,34.0,10.3,8.86,0.7096
3402440,"Avon-by-the-Sea borough, New Jersey",place,34,02440,,2023,1801,55.3,1732,1,15,80,878,2.04,109113.0,87829.0,115,1795,0.5252,1254,878,376,577,301,1349000.0,1891.0,14,0,29,61,301,26.7,1457,161,15,86,654,315,63,19,1036,957,73,1637,957,629,17,17,194,22280.0,763,6.41,7.05,72.13,65.72,29.98,34.55,20.27,29.2,1.78,20.27,0.0731
3402880,"Barclay CDP, New Jersey",place,34,02880,,2023,4456,44.4,3988,57,88,176,1640,2.72,162241.0,70927.0,306,4456,0.4094,1667,1640,27,1603,37,438400.0,,0,0,0,29,37,,3243,393,105,198,1396,605,253,58,2294,2212,82,3484,2191,1282,99,85,664,39185.0,1527,6.87,3.57,71.29,97.74,1.62,78.38,78.38,25.7,3.88,30.31,0.1969
3402920,"Bargaintown CDP, New Jersey",place,34,02920,,2023,5231,48.2,3879,845,294,234,1994,2.62,127734.0,62955.0,307,5174,0.442,2075,1994,81,1889,105,307100.0,2320.0,0,0,15,8,105,18.2,3894,1030,247,220,1197,399,127,35,2851,2574,250,4401,2543,1887,132,0,524,46305.0,2019,5.93,8.77,45.15,94.73,3.9,21.9,7.62,22.9,0.0,20.61,0.4189
3403040,"Barnegat CDP, New Jersey",place,34,03040,,2023,3367,43.1,3092,0,59,197,1200,2.81,105091.0,39506.0,93,3367,0.3147,1344,1200,144,1004,196,398900.0,1870.0,49,0,22,64,196,33.8,2364,548,205,69,782,263,19,0,1841,1706,135,2727,1641,1516,56,0,69,39620.0,1572,2.76,7.33,45.01,83.67,10.71,68.88,32.65,25.2,0.0,4.2,0.1529
3403130,"Barnegat Light borough, New Jersey",place,34,03130,,2023,473,60.9,380,0,78,9,205,2.26,104583.0,73070.0,17,463,0.4916,1273,205,1068,189,16,1105600.0,,0,0,0,8,16,,384,31,29,16,157,55,55,12,135,104,24,409,111,52,23,10,19,4290.0,92,3.67,17.78,72.66,92.2,83.9,50.0,50.0,46.6,9.01,17.12,0.327
3403250,"Barrington borough, New Jersey",place,34,03250,,2023,7047,44.6,6099,220,251,278,3459,2.04,84334.0,52670.0,429,7047,0.4461,3495,3459,36,1789,1670,244400.0,1282.0,189,67,160,195,1670,26.7,5454,1421,306,357,1560,690,133,0,4462,4233,229,6133,4104,3104,200,75,581,97720.0,3523,6.09,5.13,43.69,51.72,1.03,36.59,11.68,27.7,1.83,14.16,0.2472
3403340,"Basking Ridge CDP, New Jersey",place,34,03340,,2023,7882,46.6,6638,21,643,418,2899,2.71,200378.0,101591.0,283,7882,0.5056,2955,2899,56,2453,446,841700.0,565.0,101,9,24,61,446,29.8,5155,422,114,365,1915,1190,481,210,3781,3540,241,6408,3495,2249,58,202,897,74055.0,2598,3.59,6.37,73.64,84.62,1.9,43.72,13.68,28.5,5.78,25.67,0.2813
3403520,"Bay Head borough, New Jersey",place,34,03520,,2023,1201,57.9,1138,0,24,17,538,2.21,145417.0,104875.0,55,1201,0.5317,1049,538,511,473,65,1679000.0,1554.0,0,0,0,31,65,51.0,951,97,35,46,449,151,100,16,586,581,5,1053,575,362,36,21,85,13470.0,490,4.58,0.85,75.29,87.92,48.71,47.69,47.69,27.5,3.65,14.78,0.1016
3403580,"Bayonne city, New Jersey",place,34,03580,,2023,70468,38.6,36296,8237,7261,22065,28325,2.48,81285.0,41472.0,10107,70350,0.4567,30161,28325,1836,10604,17721,446100.0,1593.0,1740,854,1587,3878,17721,29.0,49773,12859,2078,3360,13987,4424,926,417,36506,34325,2044,56003,33853,16746,2546,7084,4512,999195.0,29341,14.37,5.6,39.69,37.44,6.09,45.48,21.88,34.1,20.93,13.33,0.6124
3403940,"Beach Haven borough, New Jersey",place,34,03940,,2023,1096,59.4,974,1,1,115,510,2.14,114868.0,92758.0,64,1083,0.5191,2671,510,2161,450,60,1217600.0,1859.0,0,4,4,9,60,25.8,929,90,40,49,346,188,43,36,536,519,17,998,505,250,12,16,157,13690.0,348,5.91,3.17,65.98,88.24,80.91,28.33,15.0,39.3,3.17,31.09,0.1992
3404120,"Beach Haven West CDP, New Jersey",place,34,04120,,2023,5164,59.1,4833,0,14,277,2330,2.22,116949.0,63711.0,173,5164,0.3547,4633,2330,2303,2254,76,577500.0,,0,8,11,0,76,23.3,4424,1002,257,322,1311,553,133,106,2734,2658,76,4916,2637,1937,381,34,271,69990.0,2366,3.35,2.78,47.54,96.74,49.71,25.0,0.0,29.6,1.29,10.28,0.1212
3404180,"Beachwood borough, New Jersey",place,34,04180,,2023,11002,42.1,9045,432,123,1571,3965,2.77,102043.0,47446.0,558,11002,0.3751,4180,3965,215,3573,392,307500.0,2236.0,29,30,42,71,392,37.0,7749,2308,968,504,1533,578,81,0,6421,6213,188,9096,5683,5155,220,58,220,180590.0,5463,5.07,2.93,28.29,90.11,5.14,43.88,18.11,33.1,1.02,3.87,0.3021
3404252,"Beattystown CDP, New Jersey",place,34,04252,,2023,4479,37.9,3086,314,205,1170,1859,2.41,105179.0,47573.0,359,4479,0.4043,1910,1859,51,872,987,367800.0,1385.0,82,28,104,239,987,28.1,3104,637,152,356,1015,436,48,62,2859,2750,109,3670,2667,1940,226,28,443,70980.0,2224,8.02,3.81,50.29,46.91,2.67,45.9,24.21,31.9,1.05,16.61,0.45
3404400,"Beckett CDP, New Jersey",place,34,04400,,2023,5072,43.4,4282,483,133,169,1811,2.8,119063.0,48105.0,337,5057,0.3933,1811,1811,0,1738,73,279300.0,1839.0,0,0,0,35,73,51.0,3466,919,114,307,1093,485,0,29,2971,2812,145,4083,2747,2325,52,32,280,63625.0,2467,6.66,4.88,46.36,95.97,0.0,47.95,47.95,25.8,1.16,10.19,0.2764
3404420,"Bedminster CDP, New Jersey",place,34,04420,,2023,1463,43.8,1061,16,75,351,532,2.73,123289.0,97864.0,37,1455,0.5969,567,532,35,379,153,830800.0,2917.0,0,0,15,85,153,51.0,959,168,75,49,316,189,33,12,789,746,43,1154,726,535,4,0,153,17915.0,573,2.54,5.45,57.35,71.24,6.17,65.36,55.56,31.3,0.0,21.07,0.4137
3404540,"Beesleys Point CDP, New Jersey",place,34,04540,,2023,1476,41.2,1199,0,0,183,573,2.58,,42376.0,20,1476,0.406,608,573,35,573,0,299800.0,,0,0,0,0,0,,1040,52,14,217,355,220,31,0,807,801,6,1077,801,656,13,0,132,13255.0,669,1.36,0.74,58.27,100.0,5.76,,,19.8,0.0,16.48,0.3247
3404600,"Belford CDP, New Jersey",place,34,04600,,2023,2039,36.9,1718,15,8,182,683,2.99,121406.0,56264.0,133,2039,0.4067,712,683,29,577,106,491100.0,2111.0,0,45,0,0,106,28.6,1311,249,192,134,430,34,44,0,1050,946,104,1524,931,639,0,86,162,31100.0,769,6.52,9.9,38.75,84.48,4.07,42.45,0.0,40.4,9.24,17.4,0.282
3404630,"Belle Mead CDP, New Jersey",place,34,04630,,2023,6772,36.1,1801,49,4348,569,2121,3.19,219215.0,69665.0,180,6772,0.3299,2121,2121,0,1365,756,777600.0,2645.0,151,19,25,90,756,26.8,4166,156,71,336,1416,1148,116,359,3760,3575,185,4695,3525,1750,203,160,1233,89225.0,2292,2.66,4.92,72.95,64.36,0.0,37.7,11.9,38.9,4.54,34.98,0.5099
3404660,"Belleplain CDP, New Jersey",place,34,04660,,2023,675,33.2,562,0,9,94,244,2.77,65357.0,31131.0,64,675,0.4062,255,244,11,186,58,282300.0,,0,0,0,0,58,,438,221,15,16,37,0,0,0,233,233,0,438,233,228,0,0,0,5140.0,233,9.48,0.0,8.45,76.23,4.31,0.0,0.0,22.1,0.0,0.0,0.2872
3404750,"Bellmawr borough, New Jersey",place,34,04750,,2023,11678,41.1,8482,675,853,1602,4918,2.37,74812.0,38163.0,1116,11677,0.3812,5118,4918,200,3155,1763,216500.0,1141.0,214,77,171,189,1763,25.1,8311,3118,513,605,1351,483,49,22,5905,5592,313,9264,5424,4283,424,53,504,117500.0,4920,9.56,5.3,22.92,64.15,3.91,36.93,10.72,23.9,0.98,9.29,0.445
3404930,"Belmar borough, New Jersey",place,34,04930,,2023,5861,43.6,5030,199,45,984,2791,2.1,92859.0,71843.0,503,5860,0.4935,3835,2791,1044,1377,1414,771400.0,1832.0,268,33,93,291,1414,30.6,4682,612,331,396,1720,450,158,66,3838,3563,275,5220,3380,2272,323,132,396,98305.0,2984,8.58,7.17,51.13,49.34,27.22,48.44,20.58,32.9,3.91,11.72,0.2341
3404990,"Belvidere town, New Jersey",place,34,04990,,2023,2526,47.5,2334,2,15,200,1200,2.09,100334.0,46147.0,231,2526,0.3924,1220,1200,20,640,560,269200.0,997.0,0,44,42,111,560,22.4,1972,739,140,229,366,130,0,19,1508,1416,92,2170,1405,1046,88,7,65,43405.0,1340,9.14,6.1,26.12,53.33,1.64,35.18,19.82,32.4,0.5,4.63,0.1399
3405170,"Bergenfield borough, New Jersey",place,34,05170,,2023,28269,40.7,12117,2612,7526,8532,9430,2.99,124083.0,48157.0,1709,28212,0.4272,9677,9430,247,6656,2774,469200.0,1744.0,270,313,132,810,2774,33.9,19518,4463,815,1416,6838,1773,431,268,15589,14696,893,23115,14400,10217,1034,1615,1127,434890.0,13273,6.06,5.73,47.7,70.58,2.55,54.97,29.2,32.8,11.22,7.83,0.6458
3405440,"Berlin borough, New Jersey",place,34,05440,,2023,7503,39.9,5671,1021,95,419,2828,2.62,101008.0,47885.0,438,7414,0.4048,2949,2828,121,2072,756,310000.0,1399.0,18,0,51,178,756,26.0,5108,1232,197,926,1354,256,22,49,4146,4073,73,6140,3862,3286,90,59,319,126605.0,3543,5.91,1.76,32.91,73.27,4.1,32.67,23.54,35.7,1.53,8.26,0.4069
3405590,"Bernardsville borough, New Jersey",place,34,05590,,2023,7871,41.2,6827,45,217,839,2653,2.96,231006.0,106981.0,81,7869,0.486,2787,2653,134,2388,265,737600.0,2155.0,0,0,22,34,265,26.8,5532,505,105,131,2302,967,387,186,4364,4203,161,6153,4175,2544,157,158,972,88135.0,3203,1.03,3.69,69.45,90.01,4.81,21.13,12.83,27.5,3.78,23.28,0.2355
3405740,"Beverly city, New Jersey",place,34,05740,,2023,2489,40.0,1372,650,0,326,827,3.01,92807.0,37534.0,332,2483,0.3752,943,827,116,610,217,190100.0,1179.0,27,6,19,47,217,29.1,1715,653,146,143,314,71,2,30,1141,1044,76,2081,1008,791,90,27,65,32515.0,943,13.37,6.66,24.31,73.76,12.3,45.62,21.66,34.5,2.68,6.45,0.6108
3406025,"Blackwells Mills CDP, New Jersey",place,34,06025,,2023,10220,40.6,5880,498,2941,803,2955,3.45,248149.0,80940.0,155,10220,0.332,2955,2955,0,2850,105,736000.0,3148.0,12,0,0,21,105,20.4,6489,467,98,261,2301,2092,353,297,5329,5099,230,7845,4986,3395,154,143,1255,128625.0,3731,1.52,4.32,77.72,96.45,0.0,31.43,20.0,34.5,2.87,25.17,0.5776
3406040,"Blackwood CDP, New Jersey",place,34,06040,,2023,4615,37.2,3593,471,137,515,1686,2.74,81154.0,40569.0,513,4570,0.4017,1811,1686,125,1133,553,231000.0,1384.0,56,66,35,124,553,30.4,3127,992,286,479,457,112,52,30,2650,2495,155,3789,2418,1943,202,25,206,59975.0,2212,11.23,5.85,20.82,67.2,6.9,50.81,22.42,27.1,1.03,8.52,0.3701
3406130,"Blairstown CDP, New Jersey",place,34,06130,,2023,258,51.2,213,32,0,19,135,1.22,127891.0,62956.0,67,258,0.3075,196,135,61,80,55,340300.0,,0,0,0,39,55,,246,13,0,0,111,0,0,0,179,179,0,246,179,98,0,0,22,4370.0,157,25.97,0.0,45.12,59.26,31.12,70.91,70.91,27.8,0.0,12.29,0.2976
3406190,"Blawenburg CDP, New Jersey",place,34,06190,,2023,92,62.8,66,0,26,0,37,2.49,250001.0,194838.0,0,92,0.2294,62,37,25,37,0,,,0,0,0,0,0,,92,0,0,13,24,15,22,18,92,79,13,92,79,46,0,0,33,,46,0.0,14.13,85.87,100.0,40.32,,,,0.0,41.77,0.4055
3406340,"Bloomingdale borough, New Jersey",place,34,06340,,2023,7686,44.0,6035,387,227,1471,3023,2.51,126221.0,60192.0,830,7589,0.4415,3121,3023,98,2100,923,398000.0,1772.0,67,133,76,183,923,31.0,5532,1246,418,227,1402,693,67,41,4449,4260,189,6594,4210,3214,185,77,554,105240.0,3656,10.94,4.25,39.82,69.47,3.14,49.73,19.83,28.8,1.83,13.16,0.3434
3406370,"Bloomsbury borough, New Jersey",place,34,06370,,2023,805,47.2,722,28,10,28,379,2.12,88068.0,45038.0,35,805,0.3856,410,379,31,224,155,314800.0,1258.0,5,57,7,41,155,37.4,595,109,22,41,220,35,12,2,458,433,25,699,417,352,18,12,33,13905.0,384,4.35,5.46,45.21,59.1,7.56,70.97,26.45,36.2,2.88,7.91,0.193
3406490,"Bogota borough, New Jersey",place,34,06490,,2023,9110,42.2,3983,892,776,5050,3125,2.9,107321.0,45952.0,507,9104,0.3653,3203,3125,78,2142,983,443400.0,1893.0,133,147,39,265,983,34.1,6536,1253,352,671,1253,839,50,100,5128,4695,407,7394,4627,2837,779,442,312,133015.0,4315,5.57,7.94,34.3,68.54,2.44,59.41,26.96,30.8,9.55,6.74,0.4847
3406610,"Boonton town, New Jersey",place,34,06610,,2023,8803,40.2,6230,580,576,1313,3514,2.46,100417.0,49829.0,654,8714,0.4327,3757,3514,243,1995,1519,475300.0,1761.0,99,80,67,465,1519,29.4,5983,1452,313,377,1931,624,285,70,5033,4721,312,7153,4632,3647,169,27,670,96985.0,3962,7.51,6.2,48.64,56.77,6.47,46.81,30.61,24.5,0.58,14.46,0.4683
3406670,"Bordentown city, New Jersey",place,34,06670,,2023,4006,41.8,3239,245,102,293,1830,2.15,91208.0,47878.0,227,3942,0.3411,2016,1830,186,948,882,322300.0,1468.0,98,73,88,130,882,27.7,3077,699,190,142,922,353,61,75,2238,2104,117,3412,2032,1657,93,17,240,45980.0,1792,5.76,5.23,45.86,51.8,9.23,44.1,14.74,25.7,0.84,11.81,0.3365
3406790,"Bound Brook borough, New Jersey",place,34,06790,,2023,12023,35.8,4599,977,428,6724,4712,2.54,80876.0,42275.0,1270,12022,0.4422,4783,4712,71,1969,2743,362900.0,1842.0,242,201,433,942,2743,40.9,8438,2474,494,622,1342,625,204,169,7257,6895,362,9734,6746,4398,1036,278,497,140660.0,6249,10.56,4.99,27.73,41.79,1.48,66.28,34.34,22.5,4.12,7.37,0.533
3406970,"Bradley Beach borough, New Jersey",place,34,06970,,2023,4264,46.4,3456,29,254,702,2020,2.05,94722.0,56505.0,248,4147,0.4244,2836,2020,816,975,1045,857200.0,1710.0,18,50,55,301,1045,26.3,3496,401,111,106,1252,729,144,154,2571,2518,53,3808,2490,1423,191,119,608,58080.0,1882,5.98,2.06,65.19,48.27,28.77,40.57,28.8,30.9,4.78,24.42,0.3124
3407000,"Bradley Gardens CDP, New Jersey",place,34,07000,,2023,14315,41.2,7166,268,5423,1111,5229,2.71,177590.0,67537.0,655,14153,0.3537,5269,5229,40,4664,565,508800.0,2615.0,45,19,0,158,565,22.6,9843,1290,345,486,3365,2266,211,344,8170,7923,247,11626,7816,4686,467,282,2299,183855.0,5517,4.63,3.02,62.85,89.19,0.76,39.29,27.96,33.3,3.61,29.41,0.5995
3407120,"Brainards CDP, New Jersey",place,34,07120,,2023,172,58.2,172,0,0,0,65,2.65,170302.0,52952.0,0,172,0.1937,65,65,0,50,15,121600.0,,0,0,0,0,15,,144,64,10,0,34,0,0,20,139,119,20,144,119,114,0,0,5,5255.0,114,0.0,14.39,37.5,76.92,0.0,0.0,0.0,46.1,0.0,4.2,0.0
3407300,"Branchville borough, New Jersey",place,34,07300,,2023,724,48.5,659,21,11,37,296,2.38,124167.0,51894.0,35,724,0.4034,385,296,89,179,117,299600.0,1607.0,0,2,9,17,117,19.4,551,222,22,32,88,37,7,2,482,479,3,674,466,370,7,0,75,10335.0,391,4.83,0.62,24.32,60.47,23.12,23.93,14.53,26.4,0.0,16.09,0.1678
3407360,"Brass Castle CDP, New Jersey",place,34,07360,,2023,1844,45.3,1091,240,381,68,645,2.82,144865.0,56720.0,90,1844,0.3681,645,645,0,624,21,419600.0,,0,0,0,21,21,,1237,225,26,65,579,55,103,0,928,850,78,1372,850,576,41,0,233,22165.0,617,4.88,8.41,59.58,96.74,0.0,100.0,100.0,35.9,0.0,27.41,0.589
3407570,"Bridgeport CDP, New Jersey",place,34,07570,,2023,208,44.5,208,0,0,0,75,2.77,,44263.0,0,208,0.2042,75,75,0,75,0,253100.0,,0,0,0,0,0,,143,106,0,37,0,0,0,0,145,145,0,176,145,145,0,0,0,,145,0.0,0.0,0.0,100.0,0.0,,,,0.0,0.0,0.0
