geoid,NAME,geo_type,state_fips,place_fips,zcta,acs_year,pop_total,age_median,race_white,race_black,race_asian,race_hispanic,households,avg_household_size,income_median_hh,income_per_capita,poverty_count,poverty_universe,gini_index,housing_units_total,housing_occupied,housing_vacant,housing_owner_occ,housing_renter_occ,home_value_median,gross_rent_median,rent_burden_30_34pct,rent_burden_35_39pct,rent_burden_40_49pct,rent_burden_50plus_pct,rent_burden_universe,gross_rent_pct_income,edu_total_25plus,edu_hs_grad,edu_some_college,edu_associates,edu_bachelors,edu_masters,edu_professional,edu_doctorate,labor_force,employed,unemployed,labor_force_universe,commute_total,commute_car_alone,commute_carpool,commute_transit,commute_wfh,travel_time_aggregate,travel_time_universe,poverty_rate,unemployment_rate_acs,pct_bachelors_plus,homeownership_rate,vacancy_rate,rent_burden_30plus_pct,rent_burden_severe_pct,avg_commute_minutes,pct_transit_commute,pct_wfh,diversity_index
07001,ZCTA5 07001,zcta,,,07001,2023,17143,39.3,6147,4764,3419,3631,5629,2.49,95935.0,38824.0,1197,14051,0.4135,5693,5629,64,2799,2830,351200.0,1839.0,70,123,513,374,2830,26.9,12997,3618,719,1000,2379,1279,124,39,8060,7654,406,14324,7527,5374,516,775,667,232995.0,6860,8.52,5.04,29.4,49.72,1.12,38.16,13.22,34.0,10.3,8.86,0.7096
07002,ZCTA5 07002,zcta,,,07002,2023,70468,38.6,36296,8237,7261,22065,28325,2.48,81285.0,41472.0,10107,70350,0.4567,30161,28325,1836,10604,17721,446100.0,1593.0,1740,854,1587,3878,17721,29.0,49773,12859,2078,3360,13987,4424,926,417,36506,34325,2044,56003,33853,16746,2546,7084,4512,999195.0,29341,14.37,5.6,39.69,37.44,6.09,45.48,21.88,34.1,20.93,13.33,0.6124
07003,ZCTA5 07003,zcta,,,07003,2023,52921,38.1,25034,9435,5212,14936,21075,2.48,98805.0,50433.0,4593,52166,0.4316,21692,21075,617,10985,10090,447600.0,1775.0,942,701,512,2556,10090,29.4,37787,8070,1928,2473,11926,4758,1040,657,31801,29853,1948,43883,28912,16172,2477,3835,5231,795195.0,23681,8.8,6.13,48.64,52.12,2.84,46.69,25.33,33.6,13.26,18.09,0.6551
07004,ZCTA5 07004,zcta,,,07004,2023,7712,49.8,6660,91,207,782,3003,2.57,113750.0,58846.0,774,7712,0.4414,3054,3003,51,2382,621,651800.0,2576.0,84,23,214,186,621,44.6,5824,1328,224,272,1845,907,233,13,3877,3395,482,6161,3242,2581,96,112,400,68670.0,2842,10.04,12.43,51.48,79.32,1.67,81.64,29.95,24.2,3.45,12.34,0.2431
07005,ZCTA5 07005,zcta,,,07005,2023,15240,42.0,11548,642,1146,1834,5745,2.61,126411.0,63569.0,780,15050,0.4506,6115,5745,370,4076,1669,565900.0,1779.0,108,80,67,492,1669,28.8,10589,2122,487,566,3494,1722,513,157,8464,8042,422,12295,7942,5779,355,132,1507,167845.0,6435,5.18,4.99,55.59,70.95,6.05,44.76,29.48,26.1,1.66,18.98,0.4039
07006,ZCTA5 07006,zcta,,,07006,2023,26417,42.8,20376,780,2181,2824,9934,2.58,148645.0,74832.0,896,25672,0.4599,10183,9934,249,7303,2631,667300.0,1973.0,195,180,368,475,2631,30.0,18662,2449,722,1291,6397,4151,968,602,14942,14276,666,21172,14109,9849,567,674,2707,315230.0,11402,3.49,4.46,64.93,73.52,2.45,46.29,18.05,27.6,4.78,19.19,0.3859
07008,ZCTA5 07008,zcta,,,07008,2023,25220,39.3,6865,4366,6163,8577,8332,3.02,87712.0,36319.0,2514,25123,0.4245,8717,8332,385,4607,3725,370100.0,2012.0,582,150,224,462,3725,26.6,16844,4753,1388,1175,3417,1025,148,75,13131,11983,1148,20368,11687,7987,1159,907,1071,341870.0,10616,10.01,8.74,27.7,55.29,4.42,38.07,12.4,32.2,7.76,9.16,0.7206
07009,ZCTA5 07009,zcta,,,07009,2023,13317,45.3,10667,593,1048,1042,4974,2.54,153654.0,66707.0,421,12574,0.4155,5107,4974,133,4149,825,600800.0,1693.0,73,49,16,143,825,26.7,9724,1659,761,475,3432,1506,494,250,6855,6236,619,10845,6193,3611,374,729,1374,166375.0,4819,3.35,9.03,58.43,83.41,2.6,34.06,17.33,34.5,11.77,22.19,0.3441
07010,ZCTA5 07010,zcta,,,07010,2023,25580,41.0,13881,845,3402,8293,10615,2.41,94960.0,51220.0,2873,25455,0.4913,11223,10615,608,5291,5324,577200.0,1783.0,207,470,535,1244,5324,29.3,18897,3800,590,1344,4861,2176,520,458,13669,13008,661,21545,12705,5855,1321,2232,2233,364195.0,10472,11.29,4.84,42.41,49.84,5.42,46.13,23.37,34.8,17.57,17.58,0.5816
07011,ZCTA5 07011,zcta,,,07011,2023,38817,39.9,17561,2306,1548,21711,13688,2.81,73589.0,33799.0,4010,38580,0.4385,14198,13688,510,6184,7504,403200.0,1613.0,496,391,788,2447,7504,35.1,27867,9191,1519,1681,4973,1081,97,127,21859,20521,1338,31786,19777,13838,1847,1628,1415,495310.0,18362,10.39,6.12,22.53,45.18,3.59,54.93,32.61,27.0,8.23,7.15,0.4774
07012,ZCTA5 07012,zcta,,,07012,2023,15153,38.4,9434,974,1621,3951,5545,2.73,100341.0,48582.0,532,15150,0.4342,5641,5545,96,3063,2482,459300.0,1695.0,175,202,207,540,2482,28.3,10092,2135,677,858,2567,1377,380,97,7938,7563,375,11243,7470,4196,797,1100,1195,200085.0,6275,3.51,4.72,43.81,55.24,1.7,45.29,21.76,31.9,14.73,16.0,0.5288
07013,ZCTA5 07013,zcta,,,07013,2023,29419,46.4,18702,726,3013,7523,11660,2.52,119291.0,55912.0,1560,29376,0.4173,12005,11660,345,8544,3116,462700.0,1696.0,189,80,168,1028,3116,29.9,23147,6332,1226,1204,6493,2249,718,133,16805,15630,1175,25472,15357,11207,663,1364,1877,399535.0,13480,5.31,6.99,41.44,73.28,2.87,47.02,32.99,29.6,8.88,12.22,0.5194
07014,ZCTA5 07014,zcta,,,07014,2023,4867,39.0,2968,113,607,1651,1790,2.72,138222.0,57217.0,484,4867,0.3971,2006,1790,216,1309,481,413400.0,1912.0,31,0,0,140,481,18.8,3480,798,161,283,1094,452,298,13,2976,2481,495,3956,2411,1620,130,275,186,68785.0,2225,9.94,16.63,53.36,73.13,10.77,35.55,29.11,30.9,11.41,7.71,0.497
07016,ZCTA5 07016,zcta,,,07016,2023,23841,42.9,20482,554,725,1770,9410,2.5,148629.0,78461.0,633,23559,0.4531,9619,9410,209,7377,2033,635800.0,2116.0,438,52,235,306,2033,30.6,17001,2872,690,700,6417,3330,949,323,12980,12525,438,19201,12357,7229,474,1533,2805,338450.0,9552,2.69,3.37,64.81,78.4,2.17,50.71,15.05,35.4,12.41,22.7,0.255
07017,ZCTA5 07017,zcta,,,07017,2023,40809,36.2,1624,31627,939,4942,16018,2.5,61552.0,31793.0,6953,40067,0.4305,16770,16018,752,5020,10998,316700.0,1346.0,1016,783,1102,2402,10998,30.3,29000,9584,2286,1985,4650,1199,258,221,21321,19005,2266,32443,18334,11160,730,3640,1546,635840.0,16788,17.35,10.63,21.82,31.34,4.48,48.22,21.84,37.9,19.85,8.43,0.3826
07018,ZCTA5 07018,zcta,,,07018,2023,28261,38.4,753,23781,714,1877,12098,2.32,59039.0,34301.0,5035,27863,0.4905,13107,12098,1009,2694,9404,314100.0,1410.0,924,507,1017,2258,9404,31.1,19756,5449,2133,1715,3461,991,286,104,15413,13893,1520,22770,13309,6768,1047,2719,1030,395850.0,12279,18.07,9.86,24.51,22.27,7.7,50.04,24.01,32.2,20.43,7.74,0.2862
07020,ZCTA5 07020,zcta,,,07020,2023,14544,39.9,5948,651,6125,1801,7009,2.07,137847.0,96592.0,906,14506,0.4887,7601,7009,592,2876,4133,723400.0,2645.0,520,210,144,846,4133,27.2,11804,1020,296,409,4817,2767,898,257,9314,8860,454,12598,8774,3089,363,2604,2227,275160.0,6547,6.25,4.87,74.03,41.03,7.79,41.62,20.47,42.0,29.68,25.38,0.6381
07021,ZCTA5 07021,zcta,,,07021,2023,2320,43.8,1875,43,106,302,724,3.2,250001.0,122383.0,9,2320,0.452,792,724,68,701,23,976300.0,3501.0,0,0,0,10,23,37.5,1467,107,22,31,614,409,136,36,1052,1011,41,1637,1008,576,7,78,328,21710.0,680,0.39,3.9,81.46,96.82,8.59,43.48,43.48,31.9,7.74,32.54,0.3275
07022,ZCTA5 07022,zcta,,,07022,2023,14920,39.0,7446,156,730,9380,5580,2.67,64152.0,38915.0,2638,14919,0.5013,5724,5580,144,1944,3636,512100.0,1597.0,265,242,283,1099,3636,32.7,10763,2474,644,560,1677,468,107,291,8643,7931,712,12640,7736,3967,1281,1253,543,222625.0,7193,17.68,8.24,23.63,34.84,2.52,51.95,30.23,31.0,16.2,7.02,0.3532
07023,ZCTA5 07023,zcta,,,07023,2023,7714,42.4,5748,328,643,876,2776,2.76,176667.0,71378.0,105,7656,0.351,2783,2776,7,2400,376,610600.0,2368.0,0,31,0,177,376,39.0,5348,574,148,229,2378,1166,108,156,4284,4163,121,6038,4152,2429,157,486,1025,133875.0,3127,1.37,2.82,71.2,86.46,0.25,55.32,47.07,42.8,11.71,24.69,0.4231
07024,ZCTA5 07024,zcta,,,07024,2023,39785,47.2,16144,1094,17565,4911,18515,2.15,105594.0,65793.0,3328,39719,0.4748,19748,18515,1233,10647,7868,422200.0,2257.0,647,452,717,2001,7868,30.5,30995,4244,1043,1537,10926,5674,2119,1365,21312,20230,1061,33661,19791,9297,1459,4105,3887,551935.0,15904,8.38,4.98,64.8,57.5,6.24,48.51,25.43,34.7,20.74,19.64,0.6244
07026,ZCTA5 07026,zcta,,,07026,2023,32502,39.0,19015,1955,1282,14767,11541,2.81,75701.0,36260.0,4589,32262,0.459,12234,11541,693,5237,6304,454300.0,1612.0,661,454,462,1618,6304,30.9,22999,7815,1198,1857,3533,1448,237,363,17807,16807,989,26874,16578,11428,1466,1129,1120,430195.0,15458,14.22,5.55,24.27,45.38,5.66,50.68,25.67,27.8,6.81,6.76,0.4461
07027,ZCTA5 07027,zcta,,,07027,2023,4688,42.7,3369,0,155,987,2054,2.28,100948.0,62335.0,432,4688,0.4835,2093,2054,39,1125,929,509800.0,1603.0,53,103,94,69,929,26.7,3540,907,171,303,1020,286,157,87,2751,2587,164,3998,2532,1739,125,197,368,63995.0,2164,9.22,5.96,43.79,54.77,1.86,34.34,7.43,29.6,7.78,14.53,0.4381
07028,ZCTA5 07028,zcta,,,07028,2023,8002,41.2,6041,325,468,1045,2564,3.11,246500.0,96244.0,80,8002,0.3773,2629,2564,65,2383,181,725600.0,2395.0,16,0,0,54,181,27.7,5004,496,61,111,2003,1388,369,377,4066,3819,247,5912,3723,1321,164,1035,1075,101795.0,2648,1.0,6.07,82.67,92.94,2.47,38.67,29.83,38.4,27.8,28.87,0.4079
07029,ZCTA5 07029,zcta,,,07029,2023,22128,34.2,6967,1398,4631,10123,9820,2.25,80495.0,46127.0,3338,22036,0.4381,10485,9820,665,1909,7911,433100.0,2036.0,1075,317,844,1361,7911,28.8,16839,3750,369,1164,3723,3082,613,452,13450,12437,823,18502,12355,3862,1131,3427,2242,368235.0,10113,15.15,6.12,46.74,19.44,6.34,45.47,17.2,36.4,27.74,18.15,0.6438
07030,ZCTA5 07030,zcta,,,07030,2023,58340,31.9,40307,2609,7753,8041,27654,2.04,176943.0,108075.0,4036,56563,0.4625,29985,27654,2331,9421,18233,872100.0,2819.0,1527,952,677,2276,18233,23.5,43809,2637,541,835,21958,10647,2448,1343,40971,39562,1409,49950,38796,6538,535,14601,13276,952645.0,25520,7.14,3.44,83.08,34.07,7.77,29.79,12.48,37.3,37.64,34.22,0.484
07031,ZCTA5 07031,zcta,,,07031,2023,16368,39.6,10353,319,1619,5170,6646,2.46,101493.0,50650.0,613,16368,0.3701,6986,6646,340,3082,3564,464700.0,1706.0,336,148,241,545,3564,24.1,12232,3530,549,689,2924,1426,345,23,9566,8951,615,13620,8721,5679,601,1131,936,250925.0,7785,3.75,6.43,38.57,46.37,4.87,35.63,15.29,32.2,12.97,10.73,0.49
07032,ZCTA5 07032,zcta,,,07032,2023,40570,39.2,18557,2342,1471,20665,14756,2.62,83212.0,37169.0,4811,38622,0.4072,15340,14756,584,6706,8050,431700.0,1649.0,532,737,565,2052,8050,30.6,29348,8651,1224,1568,5884,2000,455,295,22344,21103,1147,33359,20827,13345,2173,2763,1102,660720.0,19725,12.46,5.13,29.42,45.45,3.81,48.27,25.49,33.5,13.27,5.29,0.5267
07033,ZCTA5 07033,zcta,,,07033,2023,8339,38.6,5382,572,55,2288,2880,2.89,126295.0,55278.0,496,8329,0.4928,3058,2880,178,2097,783,521100.0,2119.0,20,26,17,347,783,36.1,5591,1461,326,617,1318,578,18,0,4779,4441,338,6336,4375,3635,302,36,216,104095.0,4159,5.96,7.07,34.23,72.81,5.82,52.36,44.32,25.0,0.82,4.94,0.5034
07034,ZCTA5 07034,zcta,,,07034,2023,10406,40.3,5370,315,3764,970,4352,2.39,101500.0,54688.0,277,10406,0.3855,4459,4352,107,2645,1707,402500.0,1426.0,98,36,64,192,1707,19.0,7566,1645,266,612,2617,1050,147,45,6047,5901,146,8585,5700,4257,307,187,833,107790.0,4867,2.66,2.41,51.0,60.78,2.4,22.85,11.25,22.1,3.28,14.61,0.5933
07035,ZCTA5 07035,zcta,,,07035,2023,11085,47.1,8300,374,662,1669,4190,2.48,117929.0,57052.0,352,10429,0.4117,4353,4190,163,3273,917,422700.0,1824.0,0,40,101,172,917,26.0,8491,2179,361,538,2622,947,170,63,6635,5916,719,9636,5831,4343,306,292,729,150220.0,5102,3.38,10.84,44.78,78.11,3.74,34.13,18.76,29.4,5.01,12.5,0.412
07036,ZCTA5 07036,zcta,,,07036,2023,45101,40.0,17860,12310,1566,15711,16059,2.79,89942.0,40100.0,3978,44679,0.4122,16911,16059,852,9556,6503,385100.0,1622.0,402,602,765,1239,6503,29.1,32133,9722,1995,3242,5119,2000,262,66,25937,23753,2171,36804,22978,16100,2685,1609,1408,671275.0,21570,8.9,8.37,23.18,59.51,5.04,46.26,19.05,31.1,7.0,6.13,0.6461
07039,ZCTA5 07039,zcta,,,07039,2023,31128,44.3,17893,1244,9985,1601,10425,2.95,218416.0,95183.0,673,30868,0.4352,10684,10425,259,8988,1437,746100.0,2953.0,19,116,25,420,1437,26.3,21158,2150,677,633,7316,5125,1943,1062,15760,15113,647,24313,14864,7614,667,1796,4549,382215.0,10315,2.18,4.11,73.0,86.22,2.42,40.36,29.23,37.1,12.08,30.6,0.5624
07040,ZCTA5 07040,zcta,,,07040,2023,25406,38.7,13868,7905,869,2206,8659,2.93,167428.0,76193.0,903,25238,0.4502,8981,8659,322,6658,2001,684600.0,2184.0,166,106,88,618,2001,29.9,16624,1294,353,592,6233,3650,915,745,14121,13110,1002,19116,12991,6179,160,2664,3462,371335.0,9529,3.58,7.1,69.44,76.89,3.59,48.88,30.88,39.0,20.51,26.65,0.5965
07041,ZCTA5 07041,zcta,,,07041,2023,7610,39.0,3917,310,2014,907,2579,2.94,220923.0,90456.0,294,7600,0.4402,2843,2579,264,1756,823,935900.0,1969.0,89,41,97,191,823,30.7,5006,369,63,107,1787,1548,352,385,4186,3924,262,5692,3891,1639,116,961,1115,115475.0,2776,3.87,6.26,81.34,68.09,9.29,50.79,23.21,41.6,24.7,28.66,0.6492
07042,ZCTA5 07042,zcta,,,07042,2023,27173,38.8,14079,6677,1637,3540,11067,2.44,127083.0,84959.0,2305,27048,0.5367,11682,11067,615,5570,5497,733100.0,2017.0,292,411,302,1567,5497,29.2,18866,1999,478,1049,6302,4280,1308,764,15506,14898,608,21239,14625,7044,796,1917,4285,345140.0,10340,8.52,3.92,67.07,50.33,5.26,46.79,28.51,33.4,13.11,29.3,0.6506
07043,ZCTA5 07043,zcta,,,07043,2023,13502,40.8,10199,737,690,1070,4179,3.08,250001.0,109688.0,214,12887,0.4341,4499,4179,320,3601,578,948300.0,2287.0,32,15,94,73,578,23.5,8413,240,74,181,3006,2518,975,606,6878,6458,420,10088,6320,2288,129,1315,2440,176995.0,3880,1.66,6.11,84.45,86.17,7.11,37.02,12.63,45.6,20.81,38.61,0.4175
07044,ZCTA5 07044,zcta,,,07044,2023,14441,42.9,12591,185,515,1095,5840,2.47,159044.0,82020.0,726,14441,0.4624,5997,5840,157,4543,1297,595000.0,2125.0,153,60,67,276,1297,28.2,10253,1590,272,502,3898,2220,676,160,7527,7243,284,11277,7194,4392,267,840,1582,185855.0,5612,5.03,3.77,67.82,77.79,2.62,42.87,21.28,33.1,11.68,21.99,0.2326
07045,ZCTA5 07045,zcta,,,07045,2023,10206,48.6,6664,76,2683,592,3613,2.8,179279.0,79003.0,295,10201,0.4213,3707,3613,94,3533,80,647200.0,3501.0,0,0,0,25,80,25.9,7568,1350,173,204,2776,1810,439,90,5493,5265,228,8490,5109,3293,277,289,1149,136900.0,3960,2.89,4.15,67.59,97.79,2.54,31.25,31.25,34.6,5.66,22.49,0.5011
07046,ZCTA5 07046,zcta,,,07046,2023,4535,43.6,3613,0,601,163,1418,3.2,250001.0,102826.0,60,4535,0.3764,1451,1418,33,1377,41,915100.0,2941.0,0,0,0,24,41,51.0,2747,206,10,57,1210,636,322,150,2146,2101,45,3234,2039,1201,71,126,625,49355.0,1414,1.32,2.1,84.38,97.11,2.27,58.54,58.54,34.9,6.18,30.65,0.3464
07047,ZCTA5 07047,zcta,,,07047,2023,61202,40.8,21322,2573,4080,42000,23784,2.55,75505.0,37709.0,7836,60571,0.4674,25024,23784,1240,9828,13956,466800.0,1702.0,1175,1275,1250,3639,13956,32.4,43817,9848,2398,2847,8149,4593,761,498,32485,30616,1860,49470,29993,14817,2697,7264,2755,908545.0,27238,12.94,5.73,31.95,41.32,4.96,52.59,26.07,33.4,24.22,9.19,0.4015
07050,ZCTA5 07050,zcta,,,07050,2023,33856,35.1,3427,20092,787,10055,12548,2.67,53109.0,28488.0,7068,33519,0.4913,13412,12548,864,2972,9576,336200.0,1427.0,735,718,995,2605,9576,33.6,21858,6421,992,1137,3092,1277,231,18,17130,15154,1958,26017,14615,7930,1293,2788,891,424200.0,13724,21.09,11.43,21.13,23.69,6.44,52.77,27.2,30.9,19.08,6.1,0.5488
07052,ZCTA5 07052,zcta,,,07052,2023,48323,41.7,21950,12960,2564,10515,17463,2.72,131456.0,63622.0,3433,47564,0.4749,18300,17463,837,12267,5196,527200.0,1791.0,360,348,498,1443,5196,32.3,34209,5407,1265,2167,10290,5482,1461,908,27119,25540,1494,39243,25251,13960,1092,3894,5027,738015.0,20224,7.22,5.51,53.03,70.25,4.57,50.98,27.77,36.5,15.42,19.91,0.6716
07054,ZCTA5 07054,zcta,,,07054,2023,30139,41.3,14061,1093,12760,2427,12134,2.46,107955.0,56514.0,1668,29883,0.4197,12497,12134,363,6050,6084,569000.0,1725.0,348,188,366,974,6084,24.0,22320,3254,635,1323,8072,4562,379,520,17744,16714,1030,25536,16476,11160,1399,564,2855,364175.0,13621,5.58,5.8,60.63,49.86,2.9,30.83,16.01,26.7,3.42,17.33,0.5953
07055,ZCTA5 07055,zcta,,,07055,2023,69651,30.9,19475,4896,3306,50870,20434,3.39,56780.0,24048.0,15968,69286,0.4786,21019,20434,585,4798,15636,406500.0,1392.0,1189,1093,1563,4630,15636,33.5,39920,13748,1419,1257,4506,1595,455,197,33791,29926,3830,50219,29438,14407,4865,3827,2409,699565.0,27029,23.05,11.33,16.92,23.48,2.78,54.2,29.61,25.9,13.0,8.18,0.3812
07057,ZCTA5 07057,zcta,,,07057,2023,11825,39.0,8705,523,430,2332,4905,2.41,82422.0,42446.0,1424,11770,0.4509,5153,4905,248,1900,3005,493700.0,1568.0,256,113,221,683,3005,28.0,8647,2483,286,897,2213,775,165,40,6335,5766,569,9653,5538,4229,333,382,262,158095.0,5276,12.1,8.98,36.93,38.74,4.81,42.36,22.73,30.0,6.9,4.73,0.4159
07058,ZCTA5 07058,zcta,,,07058,2023,5933,40.0,3983,126,1385,195,2213,2.68,147207.0,60595.0,332,5913,0.3146,2261,2213,48,1499,714,686300.0,2360.0,16,79,16,33,714,23.2,4242,339,126,412,1544,909,163,83,3353,3255,98,4827,3227,2236,59,0,854,64300.0,2373,5.61,2.92,63.63,67.74,2.12,20.17,4.62,27.1,0.0,26.46,0.4933
07059,ZCTA5 07059,zcta,,,07059,2023,16433,44.8,11188,525,3027,1114,5632,2.9,201579.0,101797.0,417,16387,0.4783,5924,5632,292,4996,636,899200.0,2099.0,59,0,55,113,636,23.9,11128,1654,436,374,3742,2286,1118,428,9032,8773,259,13121,8629,5034,483,313,2696,211635.0,5933,2.54,2.87,68.06,88.71,4.93,35.69,17.77,35.7,3.63,31.24,0.4969
07060,ZCTA5 07060,zcta,,,07060,2023,47560,33.9,8232,10943,1007,28968,15350,3.06,72882.0,31089.0,8347,46950,0.4379,16154,15350,804,5821,9529,369400.0,1629.0,893,922,797,2685,9529,33.5,30250,7602,1635,1727,4305,1700,265,347,26603,23968,2603,36384,23437,14590,2016,840,1382,660105.0,22055,17.78,9.78,21.87,37.92,4.98,55.59,28.18,29.9,3.58,5.9,0.5457
07062,ZCTA5 07062,zcta,,,07062,2023,15018,36.2,2069,6838,134,5970,4802,3.12,92711.0,35874.0,2037,14915,0.3778,4960,4802,158,2984,1818,374200.0,1794.0,166,255,120,469,1818,33.5,9830,2491,422,556,1983,768,99,174,8378,7548,801,11468,7538,5112,352,386,738,208630.0,6800,13.66,9.56,30.76,62.14,3.19,55.56,25.8,30.7,5.12,9.79,0.6156
07063,ZCTA5 07063,zcta,,,07063,2023,14533,32.9,1584,5125,209,7550,4063,3.45,89840.0,29763.0,1978,14358,0.3521,4119,4063,56,2493,1570,363000.0,1742.0,168,106,232,390,1570,33.4,8925,2479,533,530,1287,539,35,17,8018,7388,630,10683,7236,4384,479,554,538,216655.0,6698,13.78,7.86,21.04,61.36,1.36,57.07,24.84,32.3,7.66,7.44,0.5937
07064,ZCTA5 07064,zcta,,,07064,2023,3742,40.0,1465,444,376,1665,1160,3.22,143194.0,45204.0,69,3742,0.3333,1210,1160,50,1080,80,415500.0,,0,0,21,12,80,24.8,2641,828,153,193,652,90,40,43,2175,2055,103,3018,2036,1527,191,144,122,59790.0,1914,1.84,4.74,31.24,93.1,4.13,41.25,15.0,31.2,7.07,5.99,0.6246
07065,ZCTA5 07065,zcta,,,07065,2023,29748,39.0,10450,9297,2118,8381,12155,2.44,90852.0,43613.0,2006,29573,0.3944,12811,12155,656,6493,5662,362300.0,1764.0,523,373,603,1292,5662,31.0,21131,5875,1321,1142,4706,2170,400,245,16040,14841,1187,24184,14535,8787,1645,1586,2142,401595.0,12393,6.78,7.4,35.59,53.42,5.12,49.29,22.82,32.4,10.91,14.74,0.6945
07066,ZCTA5 07066,zcta,,,07066,2023,15410,43.2,13199,341,602,1454,5949,2.57,122610.0,55008.0,438,15238,0.3674,6084,5949,135,4527,1422,570400.0,1793.0,91,52,86,283,1422,26.3,11219,2818,970,776,3202,1522,280,207,8228,7794,434,12450,7540,5457,352,342,1175,189200.0,6365,2.87,5.27,46.45,76.1,2.22,36.01,19.9,29.7,4.54,15.58,0.2555
07067,ZCTA5 07067,zcta,,,07067,2023,18294,43.3,11989,802,2590,3037,6193,2.95,134301.0,51419.0,1067,18210,0.3904,6243,6193,50,5465,728,473200.0,1964.0,43,76,0,260,728,33.2,13345,2841,804,816,4004,1564,501,143,9831,9407,424,15006,9170,6946,537,236,1266,261985.0,7904,5.86,4.31,46.55,88.24,0.8,52.06,35.71,33.1,2.57,13.81,0.521
07068,ZCTA5 07068,zcta,,,07068,2023,6211,47.0,4695,30,763,450,2445,2.54,160644.0,71813.0,143,6211,0.3848,2470,2445,25,1989,456,640600.0,3293.0,19,55,41,112,456,31.4,4688,779,261,208,1535,1246,179,141,3424,3245,179,5006,3245,2259,113,248,608,83610.0,2637,2.3,5.23,66.15,81.35,1.01,49.78,24.56,31.7,7.64,18.74,0.4082
07069,ZCTA5 07069,zcta,,,07069,2023,6545,46.8,5153,86,765,571,2369,2.68,166693.0,85000.0,158,6318,0.4592,2471,2369,102,2076,293,838000.0,2571.0,39,28,44,54,293,34.9,4798,635,228,309,1792,766,353,89,3441,3168,273,5260,3089,1960,33,210,845,71915.0,2244,2.5,7.93,62.53,87.63,4.13,56.31,18.43,32.0,6.8,27.36,0.3587
07070,ZCTA5 07070,zcta,,,07070,2023,18748,40.7,12181,612,2768,4059,6955,2.63,136069.0,60912.0,883,18300,0.4042,7163,6955,208,4386,2569,580800.0,1859.0,111,99,171,421,2569,23.3,13121,2189,517,695,4675,2339,331,373,10698,10319,379,15707,10182,5619,258,1819,2059,281055.0,8123,4.83,3.54,58.82,63.06,2.9,31.22,16.39,34.6,17.86,20.22,0.5081
07071,ZCTA5 07071,zcta,,,07071,2023,22343,40.3,14890,752,1171,6720,9363,2.38,109021.0,54789.0,1487,22171,0.438,9839,9363,476,5608,3755,496000.0,1719.0,141,159,317,952,3755,28.1,16380,4061,686,1425,4368,1689,256,318,13512,12645,867,18687,12459,8281,965,1295,1281,331235.0,11178,6.71,6.42,40.48,59.9,4.84,41.78,25.35,29.6,10.39,10.28,0.4615
07072,ZCTA5 07072,zcta,,,07072,2023,6343,44.0,4603,0,552,1258,2639,2.4,94854.0,49947.0,667,6338,0.4112,2733,2639,94,1610,1029,523800.0,1503.0,0,35,155,282,1029,29.2,4546,1586,232,573,733,695,20,24,3802,3595,207,5507,3576,2128,286,640,179,96735.0,3397,10.52,5.44,32.38,61.01,3.44,45.87,27.41,28.5,17.9,5.01,0.4265
07073,ZCTA5 07073,zcta,,,07073,2023,10154,36.5,5679,436,2068,2581,4177,2.43,91789.0,48209.0,750,10124,0.422,4325,4177,148,1493,2684,453500.0,1867.0,186,123,264,571,2684,26.6,7405,1458,387,438,2431,703,112,87,5939,5654,285,8499,5508,3357,104,752,850,154705.0,4658,7.41,4.8,45.01,35.74,3.42,42.62,21.27,33.2,13.65,15.43,0.5793
07074,ZCTA5 07074,zcta,,,07074,2023,3106,38.4,1933,0,426,1711,937,3.31,108359.0,34592.0,117,2908,0.3865,985,937,48,647,290,450800.0,1131.0,29,46,0,40,290,23.5,2048,573,182,142,393,161,7,1,1665,1596,69,2408,1528,983,315,47,53,36120.0,1475,4.02,4.14,27.44,69.05,4.87,39.66,13.79,24.5,3.08,3.47,0.2904
07075,ZCTA5 07075,zcta,,,07075,2023,10094,39.7,5852,459,2183,1900,3821,2.64,131412.0,66404.0,654,10093,0.43,3888,3821,67,2469,1352,532900.0,1886.0,62,62,148,221,1352,22.3,7316,1219,301,774,2223,1259,231,202,6097,5813,284,8378,5786,3765,64,983,745,164430.0,5041,6.48,4.66,53.51,64.62,1.72,36.46,16.35,32.6,16.99,12.88,0.5796
07076,ZCTA5 07076,zcta,,,07076,2023,24667,42.7,16654,1543,2701,3073,8751,2.8,173564.0,77006.0,694,24556,0.4272,9037,8751,286,7094,1657,696900.0,1816.0,69,0,228,452,1657,29.4,16753,2401,489,1042,6084,3564,765,482,12886,12321,565,18969,12162,7531,535,1148,2870,326870.0,9292,2.83,4.38,65.03,81.07,3.16,45.2,27.28,35.2,9.44,23.6,0.5127
07077,ZCTA5 07077,zcta,,,07077,2023,3196,45.6,1589,489,341,786,1258,2.53,106926.0,50571.0,82,3196,0.3618,1302,1258,44,892,366,414900.0,1382.0,10,56,0,25,366,23.5,2490,818,209,191,470,224,26,24,1853,1736,117,2782,1683,1123,90,193,277,48045.0,1406,2.57,6.31,29.88,70.91,3.38,24.86,6.83,34.2,11.47,16.46,0.6575
