block_group_id,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tree_equity_score,tesctyscor,holc_grade,child_perc,seniorperc,ej_disadva,rank,rankgrpsz,_bld1200,_veg1200,_tot1200,_bld1500,_veg1500,_tot1500,_bld1800,_veg1800,_tot1800
340010004003,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1110,1414.0,0.2495,Forest,Google,0.3,0.0069,0.2931,0.546045053265977,0.835219236209335,0.835219236209335,0.718838526912181,0.767318334541142,0.046625766871166,0.121443857896989,0.397233201581028,0.284299858557284,0.119645657423683,0.15921963499056,0.541576797656229,0.448165854235048,8.61,0.635869565217391,67,57.0,,0.119519094766619,0.164780763790665,Yes,11.0,37,,,,,,,,,
340010005001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,946,876.0,0.1197,Forest,Google,0.3,0.0521,0.2479,0.629284153150485,0.857305936073059,0.857305936073059,0.800228310502283,0.854197196559414,0.146627565982405,0.38191366023324,0.883870967741936,0.469178082191781,0.386941979710866,0.177708764665286,0.60446655143115,0.314049697390453,10.72,0.71777950310559,68,57.0,C,0.405251141552511,0.063926940639269,Yes,10.0,37,,,,,,,,,
340010005002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,2066,2324.0,0.1529,Forest,Google,0.4,0.0452,0.3548,0.579398493030878,0.930292598967298,0.930292598967298,0.694347826086957,0.74117593528817,0.080310880829015,0.20918182913604,0.740823970037453,0.425559380378657,0.308370321160246,0.177708764665286,0.60446655143115,0.314049697390453,8.23,0.62111801242236,58,57.0,C,0.351118760757315,0.074440619621343,Yes,21.0,37,,,,,,,,,
340010011001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1052,1151.0,0.1401,Forest,Google,0.3,0.0851,0.2149,0.676665426892859,0.944396177237185,0.944396177237185,0.533449174630756,0.569425979431435,0.361477572559367,0.941522979689513,0.522486772486772,0.343179843614248,0.1884438913145,0.102793296089385,0.349645721269984,0.725048246973551,11.98,0.766692546583851,70,57.0,D,0.194613379669852,0.148566463944396,Yes,5.0,37,,,,,,,,,
340010011002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,969,691.0,0.1493,Forest,Google,0.4,0.1463,0.2537,0.58831804180147,0.981186685962373,0.981186685962373,0.580318379160637,0.619456130313331,0.0,0.0,0.877717391304348,0.467438494934877,0.383561994709586,0.102793296089385,0.349645721269984,0.725048246973551,11.27,0.739130434782609,70,57.0,D,0.096960926193922,0.370477568740955,Yes,5.0,37,,,,,,,,,
340010012001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,784,1343.0,0.1601,Forest,Google,0.4,0.1256,0.2744,0.603276694211151,0.998510796723753,0.998510796723753,0.552494415487714,0.589755666764792,0.082551594746717,0.215018107247262,1.343804537521815,0.573343261355175,0.639570444345744,0.046821469356681,0.159260642930464,0.550612667564021,11.85,0.761645962732919,66,57.0,D,0.366344005956813,0.206999255398362,Yes,12.0,37,,,,,,,,,
340010012002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1195,978.0,0.4307,Forest,Google,0.5,0.1051,0.3949,0.459067299035493,0.979550102249489,0.979550102249489,0.258691206543967,0.276137822799258,0.0,0.0,0.41534008683068,0.293456032719836,0.129591255919851,0.046821469356681,0.159260642930464,0.550612667564021,10.2,0.697593167701863,63,57.0,D,0.157464212678937,0.1359918200409,Yes,15.0,37,,,,,,,,,
340010012003,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,855,478.0,0.417,Forest,Google,0.3,0.0741,0.2259,0.657473778875884,0.868200836820084,0.868200836820084,0.853556485355649,0.911121922740099,0.36969696969697,0.96293164200141,0.385507246376812,0.278242677824268,0.113204922817083,0.046821469356681,0.159260642930464,0.550612667564021,12.08,0.770574534161491,70,57.0,D,0.225941422594142,0.052301255230125,Yes,5.0,37,,,,,,,,,
340010013001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,607,496.0,0.3127,Forest,Google,0.5,0.116,0.384,0.508675915916493,0.957661290322581,0.957661290322581,0.393145161290323,0.4196596024006,0.211453744493392,0.550763241471161,0.81021897810219,0.44758064516129,0.346487030817055,0.0,0.0,0.475447863545457,3.27,0.428571428571428,60,57.0,C,0.199596774193548,0.247983870967742,Yes,18.0,37,,,,,,,,,
340010013002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1264,1244.0,0.3858,Forest,Google,0.4,0.1044,0.2956,0.498447064035096,0.94935691318328,0.94935691318328,0.421221864951768,0.449629851192702,0.246177370030581,0.641206173102909,0.441483198146002,0.306270096463023,0.143950925459801,0.0,0.0,0.475447863545457,3.55,0.43944099378882,70,57.0,C,0.177652733118971,0.128617363344051,Yes,5.0,37,,,,,,,,,
340010014001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1281,951.0,1.4939,Forest,Google,0.5,0.0897,0.4103,0.748933434299159,0.982124079915878,0.982124079915878,0.93681917211329,1.0,0.317307692307692,0.826475849731664,0.725952813067151,0.420609884332282,0.300202016431914,0.180619878874243,0.614368545685763,0.780223093156467,6.24,0.543866459627329,38,57.0,D,0.398527865404837,0.022082018927445,Yes,34.0,37,,,,,,,,,
340010014002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1160,1061.0,0.2671,Forest,Google,0.5,0.0845,0.4155,0.559458994214389,0.726672950047125,0.726672950047125,0.419415645617342,0.447701817065954,0.12,0.312558139534884,0.567208271787297,0.361922714420358,0.213008142429869,0.180619878874243,0.614368545685763,0.780223093156467,4.57,0.479037267080745,53,57.0,D,0.260131950989632,0.101790763430726,Yes,25.0,37,,,,,,,,,
340010014003,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1446,1398.0,0.1967,Forest,Google,0.5,0.0826,0.4174,0.728340473099272,0.969957081545064,0.969957081545064,0.70260492040521,0.749989903409282,0.304042179261863,0.791923815751829,0.646643109540636,0.392703862660944,0.256639445771678,0.180619878874243,0.614368545685763,0.780223093156467,10.88,0.723990683229814,39,57.0,D,0.320457796852647,0.072246065808297,Yes,33.0,37,,,,,,,,,
340010015001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1294,1145.0,0.1591,Forest,Google,0.4,0.0566,0.3434,0.779215432818668,0.919650655021834,0.919650655021834,0.887336244541485,0.947179851731492,0.342036553524804,0.890885906855304,0.940677966101695,0.48471615720524,0.418144452674538,0.128633720930233,0.437540499676002,0.903080985915493,11.97,0.766304347826087,46,57.0,D,0.186026200873362,0.298689956331878,Yes,29.0,37,,,,,,,,,
340010015002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,618,303.0,0.141,Forest,Google,0.5,0.0442,0.4558,0.743308604099985,0.937293729372937,0.937293729372937,0.762376237623762,0.813792309463504,0.383928571428571,1.0,0.485294117647059,0.326732673267327,0.168015020918393,0.128633720930233,0.437540499676002,0.903080985915493,11.39,0.743788819875776,32,57.0,D,0.099009900990099,0.227722772277228,Yes,37.0,37,,,,,,,,,
340010019001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,848,1222.0,0.103,Forest,Google,0.5,0.0046,0.4954,0.623296602927544,0.846972176759411,0.846972176759411,0.699672667757774,0.74685989418795,0.041894353369763,0.109120176218918,0.854324734446131,0.460720130932897,0.370713071790891,0.277256317689531,0.943072056867588,0.436887686282503,8.11,0.616459627329193,38,57.0,C,0.375613747954173,0.085106382978723,Yes,34.0,37,,,,,,,,,
340010019002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,476,372.0,0.1699,Forest,Google,0.5,0.0004,0.4996,0.581175376845648,0.43010752688172,0.43010752688172,0.666666666666667,0.711627906976744,0.163636363636364,0.426215644820296,0.814634146341463,0.448924731182796,0.348912157502038,0.277256317689531,0.943072056867588,0.436887686282503,3.71,0.445652173913044,41,57.0,C,0.013440860215054,0.435483870967742,Yes,31.0,37,,,,,,,,,
340010023001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,837,819.0,0.3342,Forest,Google,0.2,0.0106,0.1894,0.630889089399787,0.924297924297924,0.924297924297924,0.676434676434676,0.72205468949655,0.054545454545455,0.142071881606765,1.037313432835821,0.509157509157509,0.471223573648467,0.251416122004357,0.855178057921942,0.374559682231668,8.71,0.639751552795031,76,57.0,,0.493284493284493,0.015873015873016,Yes,2.0,37,,,,,,,,,
340010023002,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,1921,1766.0,0.3765,Forest,Google,0.4,0.0256,0.3744,0.649440439510042,0.890713476783692,0.890713476783692,0.766157461809636,0.817828546443309,0.122137404580153,0.318125332859932,0.538327526132404,0.349943374858437,0.197144767995605,0.251416122004357,0.855178057921942,0.374559682231668,13.35,0.819875776397516,51,57.0,C,0.316534541336353,0.033408833522084,Yes,27.0,37,,,,,,,,,
340010024001,Atlantic City,New Jersey,NJ,Atlantic County,"Atlantic City--Ocean City--Villas, NJ",294900,NJ Congressional District 2,745,594.0,0.2264,Forest,Google,0.4,0.0595,0.3405,0.749545068558246,0.912457912457912,0.912457912457912,0.897306397306397,0.957822410147992,0.327510917030568,0.853051690870316,0.833333333333333,0.454545454545454,0.359183090545558,0.129816685372241,0.441564287912184,0.628093087466615,15.41,0.899844720496894,48,57.0,D,0.454545454545454,0.0,Yes,28.0,37,,,,,,,,,
